category,reviews,size,installs,price,suitable_for,last_update,latest_ver,popularity
MEDICAL,6,13M,"1,000+",0,Everyone,"March 31, 2018",1.3.0,High
TOOLS,147,4.2M,"10,000+",0,Everyone,"January 8, 2015",1.3,High
SHOPPING,1,7.9M,10+,0,Everyone,"July 25, 2018",1.0.1,High
HOUSE_AND_HOME,417907,34M,"10,000,000+",0,Everyone,"August 1, 2018",9.8.1.7425,High
PERSONALIZATION,65,7.6M,"5,000+",0,Everyone,"May 2, 2018",1.0.1,High
SOCIAL,3071,63M,"10,000+",0,Teen,"July 13, 2018",1.8.19106,High
TOOLS,1,4.5M,500+,0,Everyone,"November 29, 2017",1.0.16,High
TOOLS,85387,5.4M,"1,000,000+",0,Everyone,"July 3, 2018",2.1.54,High
GAME,265,1.3M,"1,000+",$3.49,Everyone,"June 18, 2015",4.8.1,High
TOOLS,33509,3.6M,"1,000,000+",0,Everyone,"May 12, 2018",2.2.7,High
DATING,185,5.0M,"10,000+",0,Mature 17+,"July 16, 2018",8.2,High
EDUCATION,37862,5.4M,"1,000,000+",0,Everyone,"June 7, 2018",1.8.1,High
TOOLS,1439,15M,"10,000+",0,Everyone,"July 9, 2018",2.10.7,High
FAMILY,5761,21M,"1,000,000+",0,Everyone,"July 4, 2018",1.8.3181,High
GAME,23599,96M,"100,000+",0,Teen,"June 1, 2018",11.0.2,High
NEWS_AND_MAGAZINES,26411,26M,"1,000,000+",0,Everyone,"March 26, 2018",2.3.2,High
FAMILY,1455,8.9M,"500,000+",0,Everyone,"February 1, 2018",2.7,High
BOOKS_AND_REFERENCE,53,16M,"5,000+",0,Everyone,"September 22, 2015",1.0.2,High
NEWS_AND_MAGAZINES,104,3.0M,"10,000+",0,Everyone,"January 6, 2018",1.3,High
TOOLS,465831,8.9M,"10,000,000+",0,Everyone,"July 23, 2018",1.5.9.9,High
FAMILY,190086,94M,"1,000,000+",$2.99,Everyone,"July 13, 2018",3.16,High
GAME,219821,10M,"1,000,000+",0,Mature 17+,"October 28, 2013",2.0.1,High
PERSONALIZATION,2,3.0M,100+,0,Everyone,"December 21, 2017",1.0,High
PERSONALIZATION,24,3.6M,"1,000+",0,Everyone,"August 3, 2018",2.244,High
BUSINESS,2,3.4M,5+,0,Everyone,"June 3, 2017",1.0.1,High
FAMILY,3323,9.6M,"1,000,000+",0,Everyone,"July 14, 2017",1.0.1,High
FAMILY,29155,83M,"1,000,000+",0,Everyone,"July 26, 2018",1.0.4,High
FAMILY,1218,4.0M,"50,000+",0,Everyone,"May 13, 2017",3.0,High
VIDEO_PLAYERS,58820,37M,"1,000,000+",0,Everyone,"April 26, 2018",3.5.1.8,High
ART_AND_DESIGN,8145,24M,"500,000+",0,Everyone,"August 2, 2018",1.0.9,High
GAME,7,15M,100+,0,Everyone,"September 27, 2017",1.1,High
GAME,807338,93M,"10,000,000+",0,Teen,"July 30, 2018",2.3.5,High
TOOLS,13479633,14M,"100,000,000+",0,Everyone,"June 5, 2018",4.8.7.8,High
LIFESTYLE,28588,24M,"1,000,000+",0,Everyone,"March 1, 2018",3.1.8,High
SHOPPING,67071,40M,"1,000,000+",0,Everyone,"August 1, 2018",2.24.0,High
GAME,79,31M,"1,000+",0,Everyone 10+,"January 17, 2016",1.1.0,High
BOOKS_AND_REFERENCE,7831,15M,"100,000+",0,Teen,"July 4, 2018",1.2.3,High
BUSINESS,6,11M,100+,0,Everyone,"June 7, 2018",1.2.7,High
FAMILY,3,5.5M,500+,0,Everyone,"July 13, 2018",1.3.23.42,High
LIFESTYLE,82145,30M,"50,000,000+",0,Everyone,"July 5, 2018",10.19.0.0,High
FINANCE,853,27M,"10,000+",0,Everyone,"July 12, 2018",4.13.72,High
COMMUNICATION,573,53M,"10,000+",0,Mature 17+,"July 3, 2018",4.2.4,High
TOOLS,1335799,3.8M,"50,000,000+",0,Everyone,"October 27, 2017",2.5.2,High
LIFESTYLE,51357,80M,"5,000,000+",0,Everyone,"July 31, 2018",8.0,High
BOOKS_AND_REFERENCE,47303,21M,"1,000,000+",0,Everyone,"June 2, 2018",18.05.31.530,High
GAME,2,7.8M,100+,$1.99,Everyone,"November 13, 2015",1.0,High
FAMILY,97071,87M,"5,000,000+",0,Teen,"April 3, 2018",0.1.219,High
GAME,2917,22M,"100,000+",0,Teen,"October 30, 2017",2.6,High
FAMILY,48754,9.3M,"100,000+",$0.99,Everyone,"October 7, 2014",1.5.2,High
FAMILY,3776,7.7M,"100,000+",0,Everyone,"July 24, 2017",8.07.021,High
LIFESTYLE,234971,81M,"1,000,000+",0,Everyone,"July 25, 2018",2.8.7.78579,High
FAMILY,2751,7.0M,"100,000+",0,Everyone,"June 15, 2018",3.2.8,High
BOOKS_AND_REFERENCE,122,26M,"5,000+",0,Everyone,"April 10, 2016",1.5,High
FAMILY,15924,4.2M,"100,000+",$7.99,Teen,"March 15, 2017",1.2.1,High
HEALTH_AND_FITNESS,117925,7.0M,"10,000,000+",0,Everyone,"July 24, 2018",1.0.26,High
PERSONALIZATION,98,3.4M,"10,000+",0,Everyone,"May 19, 2018",1.1.1,High
SHOPPING,37186,7.9M,"1,000,000+",0,Everyone,"June 30, 2018",3.4.5,High
GAME,152395,14M,"10,000,000+",0,Everyone 10+,"July 22, 2016",1.1.9,High
HEALTH_AND_FITNESS,48226,28M,"1,000,000+",0,Everyone,"March 5, 2018",3.1.9,High
MEDICAL,309,5.9M,"10,000+",0,Everyone,"March 15, 2017",2.21,High
FAMILY,5,15M,50+,0,Everyone,"October 6, 2017",2.3.3,High
FAMILY,15,4.1M,"1,000+",0,Teen,"November 10, 2017",7.4,High
FAMILY,1288,26M,"10,000+",0,Everyone,"July 11, 2018",1.0,High
FAMILY,5,8.4M,100+,0,Everyone,"July 3, 2018",2.0,High
FAMILY,222,15M,"10,000+",0,Everyone,"March 28, 2018",2.8,High
EDUCATION,99020,18M,"1,000,000+",0,Everyone,"August 2, 2018",5.0.4,High
PRODUCTIVITY,7969,20M,"100,000+",0,Everyone,"February 6, 2018",2.7.92,High
TOOLS,2,3.5M,10+,0,Everyone,"July 9, 2018",1.1,High
GAME,10256,39M,"1,000,000+",0,Everyone,"December 11, 2017",2.1.0,High
COMICS,9952,38M,"500,000+",0,Everyone 10+,"July 31, 2018",4.3.0,High
FAMILY,54,44M,"10,000+",0,Everyone,"June 8, 2018",2.1,High
FINANCE,104,2.3M,"1,000+",0,Everyone,"August 7, 2018",2.1.0,High
PHOTOGRAPHY,7,2.2M,100+,0,Everyone,"July 11, 2015",1.2.0,High
PERSONALIZATION,75,2.6M,"10,000+",0,Mature 17+,"May 26, 2016",2.0,High
GAME,254258,23M,"10,000,000+",0,Everyone,"August 1, 2018",2.137.0,High
COMICS,516,12M,"50,000+",0,Everyone,"August 3, 2018",1.0.6,High
LIFESTYLE,8096,16M,"1,000,000+",0,Mature 17+,"August 3, 2018",1.6.4,High
BOOKS_AND_REFERENCE,12322,27M,"500,000+",0,Everyone,"December 17, 2016",3.0,High
ENTERTAINMENT,12216,13M,"1,000,000+",0,Teen,"July 24, 2018",2.9.4,High
GAME,2526,22M,"100,000+",0,Everyone,"February 14, 2018",1.3.0,High
BUSINESS,6,15M,100+,0,Everyone,"July 25, 2018",69.1,High
HEALTH_AND_FITNESS,42,18M,"1,000+",0,Everyone,"June 11, 2018",1.5.12,High
LIFESTYLE,518,4.2M,"50,000+",0,Everyone,"March 25, 2017",1.1,High
FAMILY,384602,88M,"10,000,000+",0,Everyone,"July 30, 2018",1.21.1,High
SOCIAL,4435,5.4M,"100,000+",0,Mature 17+,"May 25, 2018",1.0.3386,High
PERSONALIZATION,86,17M,"10,000+",0,Teen,"October 2, 2016",1.0,High
VIDEO_PLAYERS,714665,50M,"10,000,000+",0,Everyone,"July 24, 2018",4.13.3,High
MAPS_AND_NAVIGATION,8,8.1M,100+,0,Everyone,"August 3, 2018",1.3,High
FAMILY,31,7.3M,500+,0,Everyone,"May 3, 2017",0.1,High
DATING,6,4.9M,100+,0,Mature 17+,"July 24, 2018",1.0,High
PARENTING,69,5.8M,"5,000+",0,Everyone,"July 10, 2018",1.0.6,High
COMICS,57106,27M,"1,000,000+",0,Teen,"July 23, 2018",2.11.3,High
FOOD_AND_DRINK,155944,35M,"5,000,000+",0,Everyone,"August 2, 2018",7.12,High
MEDICAL,12,44M,100+,$6.99,Everyone,"January 22, 2014",1.3,High
FAMILY,762706,28M,"10,000,000+",0,Teen,"March 30, 2018",6.7.5,High
FAMILY,51973,27M,"1,000,000+",0,Everyone,"August 2, 2018",1.2.5,High
TOOLS,159,29k,"1,000+",$1.49,Everyone,"June 23, 2011",1.1,High
GAME,29940,80M,"1,000,000+",0,Everyone,"July 26, 2018",1.1.4,High
LIFESTYLE,18,24M,"1,000+",0,Everyone,"March 28, 2018",4.0.2,High
GAME,6026,39M,"100,000+",0,Teen,"July 7, 2018",1.04,High
FAMILY,3,29M,500+,0,Everyone,"July 4, 2018",5.0.16,High
SPORTS,10,14M,500+,0,Everyone,"March 9, 2018",2.0.833.18,High
GAME,947515,60M,"10,000,000+",0,Teen,"July 25, 2018",5.3.1,High
FOOD_AND_DRINK,35218,34M,"1,000,000+",0,Everyone,"August 2, 2018",7.12,High
SPORTS,92522,56M,"5,000,000+",0,Everyone,"July 26, 2018",4.0.14,High
FINANCE,460,12M,"10,000+",0,Everyone,"June 26, 2018",5.9.1.0,High
FOOD_AND_DRINK,18,3.5M,"5,000+",0,Everyone,"August 15, 2016",1.0,High
FAMILY,1228,29M,"10,000+",0,Everyone,"March 28, 2018",1.7,High
TOOLS,259,203k,"10,000+",0,Everyone,"September 16, 2014",1.1.06,High
FINANCE,8,31M,"1,000+",0,Everyone,"May 2, 2018",18.1.79,High
MEDICAL,572,44M,"50,000+",0,Everyone,"July 13, 2018",4.3.2.315,High
FAMILY,15,94M,50+,0,Everyone,"July 11, 2018",2.0,High
PHOTOGRAPHY,98716,59M,"5,000,000+",0,Everyone,"August 1, 2018",5.13.1,High
SOCIAL,3,2.4M,50+,0,Teen,"July 11, 2018",2.0,High
MEDICAL,3,28M,100+,0,Everyone,"April 21, 2017",300000.0.80,High
PRODUCTIVITY,8,22M,100+,0,Everyone,"March 6, 2018",1.5,High
LIFESTYLE,3,1.5M,100+,0,Everyone,"November 15, 2014",1.1,High
GAME,264282,48M,"10,000,000+",0,Teen,"July 12, 2018",3.10.43,High
BUSINESS,4159,48M,"500,000+",0,Everyone,"July 20, 2018",6.1.2,High
HEALTH_AND_FITNESS,7976,44M,"500,000+",0,Everyone,"July 9, 2018",7.0,High
TOOLS,14,2.1M,"1,000+",0,Everyone,"March 21, 2015",1.0,High
COMMUNICATION,6,3.5M,100+,$1.49,Everyone,"March 5, 2018",1.0.9,High
GAME,87766,12M,"1,000,000+",$4.99,Everyone,"July 19, 2016",2.5.0.3,High
TRAVEL_AND_LOCAL,9971,22M,"500,000+",0,Teen,"August 6, 2018",1.28.1,High
GAME,1226514,99M,"10,000,000+",0,Teen,"July 20, 2018",4.4.4,High
FAMILY,28,26M,500+,0,Everyone,"January 16, 2018",3.1.6,High
FINANCE,167168,20M,"1,000,000+",0,Everyone,"July 4, 2018",3.115.27,High
LIFESTYLE,1,1.2M,10+,$3.04,Everyone,"May 29, 2016",1.2,High
SPORTS,36255,25M,"1,000,000+",0,Everyone,"August 1, 2018",5.10.5,High
FAMILY,8,2.7M,100+,0,Everyone,"December 3, 2017",1.1,High
FAMILY,19,5.4M,"5,000+",0,Everyone,"July 3, 2018",1.6.7.1,High
PERSONALIZATION,621,5.4M,"50,000+",0,Everyone,"December 1, 2017",2,High
LIFESTYLE,57,5.8M,"10,000+",0,Everyone,"September 18, 2017",1.1,High
COMICS,15,37M,"1,000+",0,Everyone,"June 26, 2018",2.0,High
FAMILY,12948,23M,"1,000,000+",0,Everyone,"May 24, 2018",2.0.3165,High
GAME,230710,87M,"10,000,000+",0,Everyone,"August 2, 2018",1.0.47,High
COMMUNICATION,185,3.7M,"5,000+",0,Everyone,"May 18, 2018",8.05.18.14250,High
SOCIAL,5,3.0M,100+,0,Teen,"July 20, 2018",1.0,High
FAMILY,38,53M,"5,000+",0,Everyone,"July 25, 2017",1.48,High
ART_AND_DESIGN,5035,11M,"100,000+",0,Everyone,"July 19, 2018",2.20,High
FAMILY,38,6.7M,"1,000+",0,Everyone,"June 15, 2018",5.2,High
GAME,4147718,79M,"100,000,000+",0,Everyone,"November 26, 2015",1.4.0,High
NEWS_AND_MAGAZINES,18,1.8M,100+,0,Everyone,"March 13, 2014",1.0,High
FAMILY,2,2.6M,500+,0,Everyone,"July 22, 2017",1.0,High
HEALTH_AND_FITNESS,1203,6.5M,"500,000+",0,Everyone,"October 16, 2016",1.2,High
NEWS_AND_MAGAZINES,311,14M,"5,000+",0,Everyone 10+,"July 15, 2018",2.9.19,High
SHOPPING,21,2.5M,100+,0,Everyone,"October 31, 2017",1.6,High
SPORTS,152867,17M,"10,000,000+",0,Everyone,"August 3, 2018",3.0.5,High
HEALTH_AND_FITNESS,4642,40M,"100,000+",0,Everyone,"March 11, 2017",1.92,High
FAMILY,6750,43M,"100,000+",0,Everyone,"June 13, 2018",2.0.3,High
FAMILY,2654,6.7M,"100,000+",0,Everyone,"November 2, 2016",1.10.0,High
BOOKS_AND_REFERENCE,6547,16M,"100,000+",0,Everyone,"December 8, 2017",4.0.3,High
MEDICAL,125,23M,"10,000+",0,Everyone,"June 7, 2018",12,High
PARENTING,86,2.8M,"10,000+",0,Everyone,"August 3, 2018",1.7,High
TOOLS,24985,7.8M,"500,000+",0,Everyone,"July 27, 2018",2.2.927,High
PERSONALIZATION,13,500k,100+,$1.49,Everyone,"April 4, 2017",1.2,High
GAME,306764,29M,"10,000,000+",0,Everyone,"August 3, 2018",6.2,High
GAME,125647,33M,"10,000,000+",0,Everyone,"July 23, 2018",60,High
PERSONALIZATION,66453,14M,"5,000,000+",0,Everyone,"April 10, 2018",1.57,High
GAME,963,4.1M,"50,000+",0,Everyone,"April 18, 2017",1.1.1,High
HEALTH_AND_FITNESS,126017,4.3M,"5,000,000+",0,Everyone,"July 5, 2018",4.9.8.1,High
BOOKS_AND_REFERENCE,44,619k,"1,000+",0,Everyone,"March 23, 2014",0.8,High
NEWS_AND_MAGAZINES,322,31M,"10,000+",0,Everyone,"June 26, 2018",4.0.9,High
HEALTH_AND_FITNESS,4,15M,50+,0,Everyone,"March 23, 2018",7.7.3,High
EDUCATION,181893,18M,"10,000,000+",0,Everyone 10+,"July 27, 2018",3.2.5,High
BUSINESS,4458,3.9M,"500,000+",0,Everyone,"July 8, 2018",3.3,High
GAME,559,32M,"100,000+",0,Everyone 10+,"August 3, 2018",1.0.7,High
PERSONALIZATION,838,11M,"50,000+",0,Teen,"March 30, 2018",1.70,High
TOOLS,222,10M,"10,000+",0,Everyone,"July 29, 2016",4.2.0,High
FAMILY,4,8.3M,100+,0,Everyone,"June 27, 2018",3.8.0,High
HEALTH_AND_FITNESS,38487,60M,"1,000,000+",0,Teen,"July 3, 2018",5.1.0,High
PHOTOGRAPHY,37,10M,"1,000+",0,Everyone,"May 22, 2016",2.0,High
SPORTS,195,29M,"5,000+",0,Everyone,"August 1, 2018",2018.8.1,High
FAMILY,41,30M,"5,000+",0,Everyone,"January 13, 2018",1.01,High
LIBRARIES_AND_DEMO,1703,22M,"100,000+",0,Everyone,"March 1, 2018",3.1,High
FAMILY,67410,865k,"1,000,000+",0,Everyone,"November 2, 2017",1.0.9,High
LIFESTYLE,32433,46M,"1,000,000+",0,Everyone,"June 26, 2018",2.9.1,High
TOOLS,1034,196k,"5,000+",$4.99,Everyone,"September 8, 2013",1.1,High
PARENTING,107,98M,"50,000+",0,Teen,"July 9, 2018",1.4.0,High
TOOLS,154,6.6M,"10,000+",0,Everyone,"July 26, 2018",1.1,High
GAME,4447388,67M,"100,000,000+",0,Everyone 10+,"July 31, 2018",2.347.225742,High
FAMILY,1304467,68M,"10,000,000+",0,Everyone,"July 27, 2018",2.9,High
SPORTS,25172,30M,"500,000+",0,Everyone,"May 23, 2018",5.5,High
DATING,212626,11M,"10,000,000+",0,Mature 17+,"July 31, 2018",4.17.2,High
TOOLS,24,3.2M,"5,000+",0,Everyone,"June 13, 2018",1.1.3,High
SOCIAL,1259075,62M,"10,000,000+",0,Teen,"July 20, 2018",1.8.19179,High
FAMILY,380,6.7M,"10,000+",0,Everyone,"March 11, 2014",1.0,High
PERSONALIZATION,354,24M,"10,000+",$0.99,Everyone,"June 13, 2018",1.6.1,High
GAME,1115,39M,"100,000+",0,Everyone,"July 7, 2017",1.0,High
SOCIAL,1902,5.2M,"100,000+",0,Everyone,"June 5, 2014",1.3,High
HEALTH_AND_FITNESS,6238,3.9M,"500,000+",0,Everyone,"July 30, 2018",1.1.22,High
FAMILY,100,4.5M,"5,000+",0,Everyone,"August 5, 2018",2.0,High
PRODUCTIVITY,41624,3.4M,"1,000,000+",0,Everyone,"May 24, 2018",1.2.4,High
SPORTS,160,6.4M,"10,000+",0,Everyone,"August 4, 2018",4.0,High
FAMILY,3,13M,10+,0,Everyone,"July 3, 2018",1.0,High
PRODUCTIVITY,6320,6.3M,"100,000+",0,Everyone,"December 10, 2016",2.0,High
FAMILY,302,3.0M,"50,000+",0,Everyone,"November 30, 2017",3.3,High
PERSONALIZATION,202474,3.0M,"10,000,000+",0,Teen,"August 9, 2017",2.6.0,High
TOOLS,57,13M,"5,000+",0,Everyone,"July 4, 2018",1.0.988,High
BUSINESS,8,2.6M,"5,000+",0,Everyone,"October 31, 2017",2.0,High
TOOLS,20418,4.3M,"1,000,000+",0,Everyone,"April 8, 2018",4.54,High
MEDICAL,3,20M,100+,0,Everyone,"July 19, 2018",1.0,High
FAMILY,12,28M,"1,000+",0,Everyone,"March 26, 2018",1.3.6,High
WEATHER,3252,3.8M,"50,000+",0,Everyone,"June 25, 2017",1.2.6,High
GAME,3073251,33M,"50,000,000+",0,Everyone 10+,"July 25, 2018",4.1.1,High
FAMILY,28,23M,"1,000+",$1.99,Everyone,"January 13, 2014",1.02,High
PERSONALIZATION,13466,3.4M,"500,000+",0,Everyone,"June 19, 2018",1.9,High
GAME,14198297,52M,"100,000,000+",0,Everyone,"July 31, 2018",4.0.0,High
GAME,2698348,78M,"100,000,000+",0,Everyone,"July 31, 2018",2.8.2.59,High
LIFESTYLE,2,8.8M,100+,0,Everyone,"January 14, 2017",1.0,High
GAME,15829,95M,"1,000,000+",0,Everyone,"July 24, 2018",1.29,High
COMMUNICATION,8,1.1M,"1,000+",0,Everyone,"July 6, 2018",1.0.56,High
GAME,21119,48M,"100,000+",$4.99,Everyone,"April 18, 2018",1.0.1,High
LIFESTYLE,2,1.3M,100+,0,Everyone,"February 2, 2017",1.01,High
BUSINESS,23,28M,"1,000+",0,Everyone,"April 30, 2018",2.4.1,High
GAME,171448,13M,"10,000,000+",0,Teen,"August 3, 2018",1.0.109,High
EVENTS,16,2.3M,100+,0,Everyone,"July 9, 2018",1.14,High
NEWS_AND_MAGAZINES,175110,25M,"10,000,000+",0,Mature 17+,"August 6, 2018",6.7.3,High
FAMILY,19170,70M,"1,000,000+",0,Everyone,"March 15, 2017",1.4.2,High
EDUCATION,75112,6.5M,"1,000,000+",0,Everyone,"November 11, 2017",2.09,High
SOCIAL,7,18M,100+,0,Everyone,"July 25, 2018",1.0,High
SPORTS,53,12M,"1,000+",0,Teen,"August 6, 2016",060816,High
PERSONALIZATION,10158,3.6M,"500,000+",0,Everyone,"March 1, 2018",1.5,High
HEALTH_AND_FITNESS,5,14M,100+,0,Everyone,"July 2, 2018",1.0.1,High
FAMILY,2200,73M,"1,000,000+",0,Everyone,"July 23, 2018",1.1.0,High
PRODUCTIVITY,1880,18M,"50,000+",$1.49,Everyone,"July 1, 2018",6.08,High
SPORTS,177,1.1M,"10,000+",0,Everyone,"September 17, 2015",1.0,High
MEDICAL,330,17M,"50,000+",0,Everyone,"July 31, 2018",1.12,High
EDUCATION,254519,27M,"5,000,000+",0,Everyone,"July 20, 2018",2.8.1,High
GAME,216675,30M,"10,000,000+",0,Everyone,"August 1, 2018",2.2.7,High
SHOPPING,245104,35M,"5,000,000+",0,Everyone,"August 1, 2018",3.6.0,High
SOCIAL,3782,63M,"50,000+",0,Teen,"July 13, 2018",1.8.19106,High
GAME,14,45M,100+,0,Teen,"June 29, 2018",1.0,High
PRODUCTIVITY,91397,14M,"1,000,000+",0,Everyone,"July 3, 2018",3.4.4,High
PERSONALIZATION,298321,14M,"10,000,000+",0,Everyone,"August 5, 2018",2.5.5.9,High
FAMILY,412744,10M,"10,000,000+",0,Everyone,"July 19, 2018",0.2.7,High
FAMILY,14692,45M,"1,000,000+",0,Everyone,"July 19, 2018",1.173.126,High
FAMILY,6,9.2M,"1,000+",0,Everyone,"January 24, 2018",1.0,High
PRODUCTIVITY,122424,4.7M,"5,000,000+",0,Everyone,"March 16, 2018",1.35.2,High
FAMILY,1318,24M,"50,000+",0,Teen,"March 5, 2018",1.0.21,High
BEAUTY,104,12M,"10,000+",0,Everyone,"June 26, 2018",1.3,High
GAME,584126,64M,"10,000,000+",0,Everyone 10+,"July 27, 2018",1.5.4,High
SPORTS,60,24M,"1,000+",$1.99,Everyone,"March 7, 2014",1.03,High
EDUCATION,4075,5.1M,"500,000+",0,Everyone,"June 22, 2018",2.1.8,High
AUTO_AND_VEHICLES,2431,2.4M,"100,000+",0,Everyone,"June 12, 2018",1.37,High
BUSINESS,5,14M,100+,0,Everyone,"March 20, 2018",2.0.2,High
COMMUNICATION,265,2.6M,"10,000+",$2.99,Everyone,"January 6, 2018",2.28,High
FINANCE,178,12M,"1,000+",0,Everyone,"June 12, 2018",5.9.1.0,High
TOOLS,36,3.2M,100+,0,Teen,"August 2, 2017",1.0,High
MEDICAL,18,13M,"10,000+",0,Everyone,"March 16, 2018",2.0,High
NEWS_AND_MAGAZINES,75,8.1M,"5,000+",0,Everyone,"July 25, 2018",5.1,High
WEATHER,54090,4.0M,"5,000,000+",0,Everyone,"February 28, 2018",6.6,High
GAME,520962,39M,"10,000,000+",0,Teen,"June 28, 2017",108,High
EDUCATION,14206,21M,"500,000+",0,Everyone,"July 26, 2018",1.16,High
PERSONALIZATION,56,26M,"10,000+",$0.99,Everyone,"June 29, 2018",1.6.2,High
FAMILY,22,3.6M,"1,000+",0,Everyone,"November 7, 2017",2.0,High
SOCIAL,144,12M,"1,000+",0,Teen,"January 31, 2017",1.0.12,High
FAMILY,11,2.9M,500+,0,Everyone,"August 15, 2017",3.0,High
PERSONALIZATION,1500,41M,"10,000+",$1.99,Everyone,"January 5, 2017",3.3.3,High
GAME,191,7.2M,"5,000+",0,Everyone,"July 31, 2018",4.1.2,High
EDUCATION,32346,3.2M,"1,000,000+",0,Everyone,"December 18, 2017",1.3.8,High
MEDICAL,93,924k,"10,000+",0,Teen,"January 25, 2013",1.1,High
GAME,38297,6.4M,"10,000,000+",0,Everyone,"July 5, 2018",1.0.8,High
BUSINESS,416,6.0M,"10,000+",0,Everyone,"June 30, 2018",1.2,High
FAMILY,119,17M,"1,000+",0,Everyone,"November 18, 2016",1.0,High
FAMILY,2,12M,"1,000+",0,Everyone,"July 4, 2016",1.0,High
FAMILY,256219,95M,"10,000,000+",0,Everyone,"July 31, 2018",1.64.0.21247,High
MEDICAL,102858,9.8M,"1,000,000+",0,Everyone,"August 3, 2018",2.2.4,High
LIFESTYLE,33,28M,500+,0,Everyone,"May 7, 2018",1.9.0.0,High
HOUSE_AND_HOME,30,25M,"1,000+",0,Everyone,"August 1, 2018",2.4,High
TOOLS,1,3.7M,10+,0,Everyone,"July 13, 2018",2.0,High
FAMILY,15301,18M,"100,000+",$2.99,Everyone,"July 18, 2018",3.0.5,High
TOOLS,76,2.2M,"50,000+",0,Everyone,"April 5, 2018",1.4,High
MAPS_AND_NAVIGATION,38375,49M,"1,000,000+",0,Everyone,"July 26, 2018",3.0.2,High
NEWS_AND_MAGAZINES,9,17M,500+,0,Everyone,"June 4, 2018",1.0.3,High
BOOKS_AND_REFERENCE,12,50M,100+,$3.99,Everyone,"June 13, 2016",1.0.0,High
FAMILY,2,4.2M,10+,0,Everyone 10+,"March 25, 2016",1.1,High
SPORTS,117,4.4M,"1,000+",$0.99,Everyone,"February 9, 2017",2.9,High
BOOKS_AND_REFERENCE,1777,23M,"50,000+",0,Everyone,"February 15, 2015",1.1,High
SPORTS,1420,20M,"10,000+",0,Everyone,"July 12, 2018",2.5.0,High
MEDICAL,199,1.8M,"10,000+",$11.99,Everyone,"June 27, 2018",3.0.5,High
FAMILY,625,26M,"100,000+",0,Everyone,"July 30, 2018",4.0,High
SOCIAL,37090,4.8M,"500,000+",0,Teen,"August 1, 2018",5.4,High
FAMILY,9199,80M,"500,000+",0,Everyone,"August 3, 2018",1.2.7,High
FAMILY,630,8.3M,"10,000+",$1.59,Everyone,"July 27, 2018",3.9.3,High
FAMILY,13,1.3M,"1,000+",0,Everyone,"October 20, 2016",1.1,High
FAMILY,244039,46M,"5,000,000+",0,Everyone 10+,"June 4, 2018",3.0.5.2,High
FAMILY,16,7.8M,100+,0,Everyone,"July 29, 2018",4.0,High
FAMILY,1997,1.8M,"5,000+",0,Everyone,"July 21, 2018",1.0,High
SOCIAL,42621,23M,"1,000,000+",0,Teen,"August 7, 2018",2.1.05,High
PRODUCTIVITY,25985,6.9M,"1,000,000+",0,Everyone,"July 20, 2018",1.0.167,High
GAME,58575,96M,"1,000,000+",0,Teen,"February 21, 2018",2.55,High
TOOLS,1916,364k,"100,000+",0,Everyone,"December 31, 2015",1.8.8,High
FAMILY,9626,28M,"1,000,000+",0,Everyone,"February 7, 2018",1.1,High
ART_AND_DESIGN,3632,5.5M,"500,000+",0,Everyone,"July 31, 2018",3.1,High
SOCIAL,5369,63M,"50,000+",0,Teen,"July 13, 2018",1.8.19106,High
PERSONALIZATION,127,9.5M,"5,000+",0,Everyone,"May 4, 2018",8.0,High
PERSONALIZATION,649568,26M,"10,000,000+",0,Everyone,"August 1, 2018",4.12.0.44682,High
LIFESTYLE,53652,39M,"1,000,000+",0,Everyone,"August 5, 2018",2.15,High
PHOTOGRAPHY,267378,1.9M,"10,000,000+",0,Everyone,"July 11, 2015",1.4.6,High
SHOPPING,315908,52M,"10,000,000+",0,Everyone,"August 1, 2018",5.21.1,High
BUSINESS,1819,10M,"100,000+",0,Everyone,"July 16, 2018",2.2.180712.112152,High
BOOKS_AND_REFERENCE,4620,19M,"500,000+",0,Everyone,"November 23, 2017",2.0,High
TOOLS,5,9.1M,"1,000+",0,Everyone,"May 25, 2018",2.12.0,High
COMMUNICATION,183374,44M,"1,000,000+",0,Everyone,"August 1, 2018",1.9.4.74,High
SOCIAL,117,63M,"1,000+",0,Teen,"July 13, 2018",1.8.19106,High
FAMILY,2576,44M,"10,000+",$4.99,Everyone,"March 9, 2018",1.0.5,High
GAME,1135631,59M,"50,000,000+",0,Teen,"May 29, 2018",1.4.0.1,High
FAMILY,256,30M,"10,000+",0,Everyone,"July 13, 2018",1.7,High
BOOKS_AND_REFERENCE,156,2.1M,"10,000+",0,Everyone,"June 11, 2018",2.0,High
TOOLS,3,55k,100+,0,Everyone,"October 6, 2014",1.0,High
GAME,990491,75M,"10,000,000+",0,Everyone,"May 24, 2018",1.0.27,High
FAMILY,8,14M,10+,0,Everyone,"August 1, 2018",1.1,High
FAMILY,1,18M,100+,0,Everyone,"August 2, 2018",1.0,High
PERSONALIZATION,216,5.7M,"50,000+",0,Everyone,"April 13, 2018",1.4,High
FAMILY,1564,35M,"50,000+",0,Everyone,"May 25, 2018",1.1.0,High
GAME,152658,29M,"1,000,000+",0,Teen,"September 12, 2014",2.1.8,High
TOOLS,92958,36M,"1,000,000+",0,Everyone,"July 27, 2018",1.13.0,High
